N,PHRASE_ID,TalkerIndex,Sound,AnimationTriggerTalker1,AnimationTriggerTalker2,AnimationTriggerTalker3,Text_English,Text_Spanish
104,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_0_3,1,SOUND_NONE,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,There is a club in the south neighborhood ,Hay un club en el barrio sur
105,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_0,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,This pub you mentioned...,Este club que comentas...
106,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_1,1,SOUND_NONE,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,Aha?,Aha?
107,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_2,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,You think I could meet people there or ask for job?,Crees que puedo conocer a gente allí o encontrar trabajo?
108,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_3,1,SOUND_NONE,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,For sure gentleman. Even if it's in south neighborhood. Some business are running well there. You should go some day,Por supuesto caballero. Incluso siendo el barrio sur. Algunos negocios están yendo bien. Deberías pasarte un día
109,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_4,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,I would be pleased,Me encantaría
110,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_5,1,SOUND_NONE,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,For sure. Take this invitation. It's kind of private and they won't let strangers go inside,Por supuesto. Toma esta invitación. Es un poco privado y no dejan entrar a desconocidos
111,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_1_6,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Thank you!,Gracias!
112,PHRASE_DIALOG_ARTURO_HALL_INN_OPTION_2_0,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Well. See you there!,Bueno. Nos vemos pronto!
113,PHRASE_DIALOG_ARTURO_HALL_INN_INTRO_0,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,I'm happy to see you in a better state!,Me alegro de verte en mejor estado
114,PHRASE_DIALOG_ARTURO_HALL_INN_INTRO_1,1,SOUND_NONE,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,I really appreciate your help this night,Agradezco en verdad tu ayuda esta noche
115,PHRASE_OBSERVE_ITEM_EXTRAPERLO_INVITATION_DETAIL_BLURR,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,It seems something was written over the invitation and a relief remains. Maybe I could guess what was written,Parece que se escribió algo sobre la invitación y queda algo de relieve. Quizá pudiera averiguar qué se escribió
116,PHRASE_OBSERVE_ITEM_EXTRAPERLO_INVITATION_DETAIL,0,SOUND_OBSERVE_ITEM_EXTRAPERLO_INVITATION_DETAIL,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,An annotation which said <<Less tales and more bread>>. Maybe it was only a coloquialism,Una inscripción que decía <<Menos cuento y más pan>>. Quizá solo sea una frase dicha
117,PHRASE_OBSERVE_ITEM_PHARMACY_INKWELL,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,It's an inkwell which pharmacist uses,Es un bote de tinta que usa el farmacéutico
118,PHRASE_OBSERVE_ITEM_PHARMACY_INK,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,When inkwell flipped left a drop of ink,El bote al volcar dejó un charco de tinta
119,PHRASE_DIALOG_PHARMACIST_NOT_TAKE_INKWELL_INTRO,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Don't annoy and don't lift my things!,No molestes ni cojas cosas que no son tuyas!
120,PHRASE_DIALOG_USE_UMBRELLA_WITH_INKWELL,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Maybe if I reach it from far with umbrella...,Quizá si lo alcanzo de lejos con el paraguas...
121,PHRASE_DIALOG_USE_UMBRELLA_WITH_INKWELL_OWNER,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Stop doing things! IDIOT,Estate quieto! IMBÉCIL
122,PHRASE_DIALOG_USE_UMBRELLA_WITH_INKWELL_OWNER_2,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Are you swipping this?,Lo vas a fregar tú?
123,PHRASE_USE_INVITATION_WITH_INK,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Maybe ink could reveal that annotation,Quizá la tinta revele la anotación
124,PHRASE_USE_INVITATION_WITH_INK_ALREADY,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,It has enough ink,Ya tiene suficiente tinta
125,PHRASE_DIALOG_FIK_1_OPTION_0_0,0,SOUND_FIK_1_OP_0_0,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_NONE,Conoces a un tal Arturo Minglanilla?,Conoces a un tal Arturo Minglanilla?
126,PHRASE_DIALOG_FIK_1_OPTION_0_1,1,SOUND_FIK_1_OP_0_1,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,No sé quien es el Arturo piltrafilla ese,No sé quien es el Arturo piltrafilla ese
127,PHRASE_DIALOG_FIK_1_OPTION_1_0,0,SOUND_FIK_1_OP_1_0,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_NONE,Me dejas pasar ya?,Me dejas pasar ya?
128,PHRASE_DIALOG_FIK_1_OPTION_1_1,1,SOUND_FIK_1_OP_1_1,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,Mira. Aquí solo entra gente de confianza. Y tú no tienes pinta de conocer a nadie dentro,Mira. Aquí solo entra gente de confianza. Y tú no tienes pinta de conocer a nadie dentro
129,PHRASE_DIALOG_FIK_1_OPTION_2_0,0,SOUND_FIK_1_OP_2_0,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_NONE,Quiero hablar con el encargado,Quiero hablar con el encargado
130,PHRASE_DIALOG_FIK_1_OPTION_2_1,1,SOUND_FIK_1_OP_2_1,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,El que tengo aquí colgado,El que tengo aquí colgado
131,PHRASE_DIALOG_FIK_1_OPTION_3_0,0,SOUND_FIK_1_OP_3_0,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_NONE,Have a good night,Que tengas buena noche
132,PHRASE_DIALOG_FIK_1_INTRO_0,1,SOUND_FIK_INTRO_1,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,Que dices chiquillo! Dónde vas con esas pintas? Es que quieres entrar en el pub?,Que dices chiquillo! Dónde vas con esas pintas? Es que quieres entrar en el pub?
133,PHRASE_DIALOG_FIK_1_INTRO_1,1,SOUND_FIK_INTRO_2,ANIMATION_TRIGGER_STEADY,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,Pero qué gente más rara está viniendo esta noche al pub. Ojo que esto es solo para gente divertida,Pero qué gente más rara está viniendo esta noche al pub. Ojo que esto es solo para gente divertida
134,PHRASE_DIALOG_LAST,0,SOUND_NONE,ANIMATION_TRIGGER_TALK,ANIMATION_TRIGGER_NONE,ANIMATION_TRIGGER_NONE,Last one,Last one
